Keuwl Accelerometer Data File
2019-06-26 17-30-52

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,6.669049,6.271611,-2.852691,9.588908,107.307457,43.240868
0.0093640,7.132327,6.884527,-3.471592,10.503274,109.300629,43.987190
0.0194270,7.588422,7.322666,-3.794810,11.207416,109.791489,43.978939
0.0293490,8.036138,7.870938,-3.829526,11.882611,108.800858,44.404991
0.0393620,8.271967,8.147469,-2.701857,11.920852,103.099899,44.565571
0.0493950,8.537724,7.589619,-1.702277,11.549580,98.475624,41.635532
0.0595940,8.140285,6.749255,-0.663194,10.595118,93.588737,39.662727
0.0696350,7.285556,5.754464,0.092177,9.284486,89.431152,38.303284
0.0795800,6.550536,5.443218,-0.083797,8.517344,90.563705,39.725147
0.0894150,6.323087,5.572505,-0.666785,8.454515,94.523460,41.389565
0.0995500,6.578069,5.959168,-1.124078,8.946856,97.217682,42.173885
0.1096010,6.989872,6.259640,-1.238999,9.464487,97.522202,41.845402
0.1205980,7.264008,5.748478,-0.896629,9.306705,95.528580,38.356842
0.1294490,7.062895,6.394913,-0.864307,9.566944,95.183342,42.158440
0.1397550,6.708553,6.545747,-1.623269,9.512439,99.825439,44.296257
0.1495590,6.888118,6.732495,-2.469619,9.943424,104.380905,44.345394
0.1598570,6.807912,6.843825,-2.574964,9.990799,104.935623,45.150723
0.1694990,6.566098,8.467094,-1.892616,10.880594,100.017220,52.206989
0.1795660,7.265205,9.379285,-3.055001,12.251009,104.440079,52.238598
0.1893310,6.552930,7.805098,-4.270059,11.049608,112.733437,49.984173
0.1993970,5.817910,6.464345,-4.145560,9.634392,115.485817,48.012787
0.2093930,5.285200,5.762844,-2.861071,8.326430,110.097160,47.475544
0.2194760,5.176264,5.516241,-1.826776,7.782013,103.576492,46.821152
0.2294730,5.717354,5.645528,-1.377863,8.152216,99.730667,44.637833
0.2394660,6.593631,6.002264,-1.380257,9.022653,98.799484,42.311981
0.2494790,7.310695,6.449979,-1.502362,9.864359,98.760353,41.420876
0.2596580,7.583634,6.830657,-1.528698,10.320189,98.518394,42.009689
0.2696660,7.513005,6.998251,-1.571793,10.387074,98.703552,42.968414
0.2797000,7.359776,6.941988,-1.662773,10.252917,99.333199,43.326733
0.2898230,7.254431,6.813898,-1.750161,10.105397,99.973389,43.206436
0.2998560,7.213730,6.726510,-1.768118,10.020483,100.163071,42.998291
0.3098490,7.256825,6.706159,-1.719037,10.029415,99.869202,42.741562
0.3196620,7.356185,6.766014,-1.704672,10.138950,99.679169,42.606983
0.3296990,7.457938,6.822278,-1.736993,10.255801,99.751015,42.451256
0.3397510,7.456741,6.788759,-1.804031,10.244255,100.142776,42.315323
0.3496790,7.325060,6.696582,-1.860295,10.097594,100.616325,42.433609
0.3597070,7.137115,6.607996,-1.908179,9.911871,101.099564,42.795483
0.3695230,6.981492,6.550536,-1.983596,9.776779,101.705925,43.175911
0.3796460,6.877345,6.542156,-2.082955,9.717838,102.377014,43.569180
0.3901680,6.847417,6.602011,-2.212242,9.765638,103.093056,43.954666
0.4001240,6.853402,6.659472,-2.282871,9.824927,103.435760,44.177776
0.4105320,6.840234,6.698977,-2.268506,9.839269,103.329826,44.402241
0.4204360,6.828263,6.708553,-2.220622,9.826547,103.060623,44.493332
0.4294760,6.845023,6.688202,-2.146402,9.807825,102.641251,44.336098
0.4400340,6.891710,6.664260,-2.026692,9.798750,101.936745,44.038750
0.4499550,6.953959,6.641516,-1.904588,9.802792,101.203270,43.683495
0.4601630,7.028179,6.676231,-1.812411,9.861653,100.590225,43.528889
0.4695330,7.100005,6.720524,-1.796848,9.940029,100.414551,43.427181
0.4796730,7.127539,6.731298,-1.856703,9.977952,100.724144,43.362293
0.4895180,7.096414,6.722919,-1.877054,9.953897,100.869621,43.451843
0.4996250,7.048530,6.714539,-1.841141,9.907401,100.709816,43.609863
0.5094650,7.019799,6.716933,-1.766921,9.875058,100.307304,43.736954
0.5196140,7.022193,6.764817,-1.671153,9.892760,99.725433,43.930523
0.5294890,7.074866,6.807912,-1.720234,9.967978,99.937630,43.898388
0.5397360,7.188591,6.903681,-1.792060,10.126604,100.193062,43.841785
0.5497350,7.137115,6.880936,-1.923741,10.098835,100.981461,43.953037
0.5603050,7.052121,6.787562,-2.035071,9.997246,101.745399,43.904869
0.5694350,6.914454,6.737284,-1.999158,9.858870,101.699432,44.256462
0.5797750,6.806715,6.708553,-1.865083,9.737279,101.042702,44.583866
0.5895680,6.845023,6.709750,-1.721431,9.738502,100.181412,44.428226
0.5994110,6.982689,6.716933,-1.650802,9.828545,99.669228,43.888668
0.6096500,7.117962,6.683414,-1.635240,9.899870,99.507568,43.196590
0.6199020,7.231686,6.679823,-1.618480,9.976812,99.336021,42.728294
0.6295580,7.229292,6.681020,-1.618480,9.975879,99.336899,42.742867
0.6395460,7.199365,6.627151,-1.649605,9.923265,99.569054,42.630150
0.6494460,7.156269,6.629545,-1.646014,9.893048,99.577461,42.811924
0.6594040,7.141904,6.619968,-1.672350,9.880664,99.744492,42.828030
0.6693560,7.183802,6.599617,-1.764527,9.913401,100.252945,42.573074
0.6794810,7.205350,6.599617,-1.788469,9.933310,100.372536,42.487595
0.6893330,7.217321,6.613982,-1.774103,9.948966,100.271942,42.502270
0.6995429,7.186196,6.546945,-1.821988,9.890578,100.615334,42.334911
0.7093440,7.123947,6.427235,-1.892616,9.779671,101.158607,42.056820
0.7209520,7.006631,6.362591,-1.906982,9.654637,101.391960,42.242001
0.7296250,6.974309,6.313510,-2.023100,9.622595,102.136696,42.153042
0.7404670,6.836643,6.307524,-1.884237,9.490780,101.451210,42.694801
0.7495120,6.874950,6.372168,-1.920150,9.568513,101.576363,42.826431
0.7597640,6.974309,6.458359,-1.885434,9.690524,101.219292,42.800346
0.7696050,7.018602,6.527791,-1.790863,9.750898,100.583092,42.924973
0.7797379,7.001843,6.585252,-1.692701,9.759948,99.987503,43.243816
0.7897130,7.041347,6.642713,-1.714248,9.830811,100.042297,43.331371
0.7995660,7.000646,6.634333,-1.625663,9.780910,99.567406,43.461082
0.8096039,6.987478,6.602011,-1.605312,9.746201,99.480484,43.375237
0.8195909,6.977901,6.573281,-1.577779,9.715375,99.346237,43.289734
0.8296060,7.028179,6.568492,-1.538275,9.742005,99.085098,43.063637
0.8397740,7.107188,6.596025,-1.527501,9.815952,98.952415,42.863724
0.8500670,7.159860,6.596025,-1.499967,9.849926,98.759201,42.652840
0.8605880,7.219715,6.566098,-1.489193,9.871962,98.676239,42.285507
0.8696250,7.234080,6.506243,-1.376666,9.826409,98.053551,41.967827
0.8797510,7.236475,6.497863,-1.164779,9.795177,96.829407,41.921688
0.8894660,7.274782,6.582858,-1.028310,9.864779,95.983414,42.141544
0.8995650,7.320271,6.709750,-0.999579,9.980295,95.748116,42.508327
0.9103140,7.362170,6.794744,-1.022324,10.070514,95.826508,42.704746
0.9195470,7.375339,6.840234,-1.043872,10.113065,95.924629,42.844284
0.9295950,7.349002,6.817489,-1.028310,10.076875,95.857025,42.851326
0.9397359,7.279570,6.764817,-0.984017,9.986149,95.654999,42.900940
0.9495810,7.195773,6.737284,-0.821211,9.891640,94.762222,43.115273
0.9598069,7.150283,6.782773,-0.826000,9.890139,94.790779,43.489071
0.9694460,7.150283,6.807912,-0.907402,9.914515,95.251205,43.594913
0.9796750,7.176620,6.769605,-1.029507,9.919239,95.957390,43.328323
0.9895420,7.198167,6.755240,-1.119289,9.934772,96.468895,43.181854
0.9997280,7.171831,6.762423,-1.167173,9.926118,96.752808,43.317051
1.0100789,7.145495,6.730101,-1.266533,9.897296,97.352158,43.285248
1.0196420,7.138312,6.654684,-1.227028,9.835950,97.166283,42.991840
1.0296710,7.126341,6.584054,-1.183933,9.774262,96.957184,42.734962
1.0395770,7.138312,6.458359,-1.126472,9.691999,96.674400,42.137093
1.0496540,7.213730,6.373365,-1.004368,9.678143,95.956703,41.460751
1.0597010,7.328651,6.344635,-0.958878,9.740788,95.649315,40.883728
1.0696020,7.447165,6.315904,-1.004368,9.816296,95.872574,40.301117
1.0794901,7.475895,6.357802,-1.088165,9.873943,96.327171,40.379181
1.0894929,7.433996,6.393716,-1.297657,9.890795,97.538857,40.697655
1.0995280,7.253234,6.355408,-1.381454,9.742126,98.152138,41.225399
1.1094500,7.111976,6.301539,-1.403002,9.605103,98.399155,41.542423
1.1198250,7.109582,6.222530,-1.310825,9.538569,97.898796,41.193439
1.1299289,7.190985,6.235698,-1.149217,9.587226,96.884575,40.930355
1.1394659,7.329848,6.291962,-1.029507,9.714697,96.083298,40.642883
1.1495100,7.468712,6.293159,-0.990002,9.816599,95.788109,40.117588
