Keuwl Accelerometer Data File
2019-06-27 16-09-41

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,1.611298,7.411252,5.837064,9.570488,52.417549,77.734077
0.0091900,1.454478,7.489063,5.856217,9.617528,52.489208,79.009209
0.0191170,1.570596,7.684190,6.438008,10.146995,50.618988,78.448242
0.0291550,1.732205,7.665037,6.552930,10.232019,50.175835,77.265755
0.0391390,1.833959,7.455544,6.490681,10.053729,49.789375,76.180428
0.0491440,1.862689,7.387310,6.382942,9.939009,50.043106,75.848030
0.0593710,1.993173,7.582437,6.370971,10.102244,50.901978,75.272026
0.0692870,1.908179,7.631518,6.351817,10.110726,51.080666,75.961639
0.0792630,1.754950,7.471107,6.303933,9.931609,50.599716,76.780975
0.0893280,1.545457,7.262811,6.175843,9.658049,50.249149,77.987175
0.0992410,1.387440,7.253234,5.978322,9.501301,51.008076,79.170952
0.1093550,1.471237,7.374141,5.871779,9.540456,52.014568,78.716904
0.1192600,1.370680,7.729680,5.698200,9.700320,54.025585,79.944443
0.1292340,1.329979,7.647080,5.765238,9.668746,53.396378,80.133812
0.1392710,1.708263,7.717709,6.163872,10.023698,52.053169,77.519188
0.1495470,2.185906,7.564480,6.851008,10.437234,48.974052,73.882301
0.1594800,2.315193,7.131130,6.779182,10.107940,47.880516,72.013458
0.1696340,2.573767,7.217321,6.550536,10.080849,49.473476,70.373268
0.1800670,2.541445,7.321469,6.514623,10.124384,49.949791,70.856972
0.1894370,2.152387,7.310695,6.470330,9.997210,49.668152,73.594711
0.1994800,1.729811,7.347805,6.366182,9.874754,49.857353,76.752716
0.2093850,1.401805,7.315483,6.293159,9.751164,49.806194,79.152382
0.2197770,1.285686,7.273585,6.332664,9.729371,49.391937,79.975883
0.2296170,1.363498,7.303512,6.405687,9.809855,49.232967,79.425148
0.2392480,1.635240,7.447165,6.475119,10.003071,49.660679,77.615601
0.2492300,1.782483,7.445967,6.531382,10.063728,49.533581,76.537369
0.2594490,1.932121,7.508216,6.525397,10.133470,49.913380,75.568947
0.2693050,1.989582,7.547721,6.500257,10.157749,50.213333,75.232735
0.2799460,1.960851,7.509414,6.438008,10.083858,50.323887,75.365746
0.2896610,1.926135,7.497443,6.399701,10.043796,50.418175,75.591980
0.2995150,1.862689,7.517793,6.391322,10.041704,50.470325,76.084038
0.3096930,1.772906,7.503428,6.380548,10.007797,50.390060,76.705994
0.3195430,1.704672,7.503428,6.343437,9.972288,50.497902,77.200478
0.3297610,1.661576,7.539341,6.233304,9.922528,51.082764,77.571411
0.3394690,1.572991,7.460332,6.104017,9.766774,51.319439,78.093735
0.3492950,1.502362,7.401675,6.060922,9.683835,51.253170,78.526215
0.3595240,1.514333,7.404069,6.101623,9.713045,51.083401,78.440880
0.3700130,1.553837,7.420828,6.151901,9.763657,50.943848,78.173775
0.3798900,1.644817,7.487866,6.094440,9.793659,51.516861,77.610931
0.3898860,1.648408,7.432799,6.063316,9.732808,51.466141,77.495621
0.4000580,1.567005,7.426814,6.157887,9.774080,50.948242,78.085747
0.4095970,1.487996,7.526173,6.220136,9.876615,50.965794,78.816307
0.4200310,1.471237,7.590816,6.151901,9.880836,51.493065,79.031044
0.4296480,1.532289,7.583634,6.110003,9.858577,51.701012,78.577057
0.4393290,1.527501,7.602787,6.131551,9.885927,51.667053,78.639763
0.4492450,1.486799,7.613562,6.205771,9.934208,51.340782,78.950172
0.4592570,1.442507,7.574057,6.375759,10.004872,50.411789,79.216949
0.4696360,1.408988,7.563283,6.539762,10.097375,49.633873,79.447159
0.4804700,1.401805,7.617153,6.556521,10.147613,49.750702,79.572380
0.4900050,1.408988,7.621941,6.416461,10.062316,50.381527,79.526573
0.4994720,1.343147,7.389704,6.143522,9.703331,50.718178,79.698418
0.5097450,1.249773,7.213730,5.884948,9.393212,51.206848,80.171112
0.5195440,1.247379,7.498640,5.813122,9.569636,52.594303,80.555481
0.5296020,1.266533,7.820660,5.911284,9.884842,53.272137,80.800987
0.5404330,1.284489,7.793127,6.056133,9.952864,52.520218,80.640472
0.5496270,1.277307,7.621941,6.165070,9.886029,51.419445,80.486610
0.5597090,1.234211,7.501034,6.202179,9.811005,50.789925,80.656342
0.5697660,1.222240,7.498640,6.232107,9.826629,50.638878,80.742493
0.5800080,1.225831,7.508216,6.212954,9.822259,50.762367,80.727402
0.5896950,1.225831,7.546524,6.160281,9.818439,51.139999,80.773659
0.5992650,1.179144,7.417237,6.149507,9.706813,50.689339,80.967079
0.6096579,1.122881,7.291541,6.106411,9.576831,50.385166,81.245354
0.6201159,1.098939,7.323863,6.076484,9.579681,50.631203,81.466484
