Keuwl Accelerometer Data File
2019-06-28 13-15-07

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,0.209889,0.836140,0.076756,0.865491,84.912048,75.908676
0.0095920,0.208913,0.774272,0.179138,0.821725,77.408264,74.900101
0.0196470,0.275785,0.730829,0.297872,0.836000,69.126495,69.325577
0.0295900,0.377435,0.750110,0.394519,0.927775,64.834724,63.289726
0.0396620,0.481647,0.823571,0.401108,1.034959,67.197289,59.679733
0.0500780,0.583175,0.872383,0.335091,1.101558,72.290146,56.237862
0.0596390,0.554742,0.891175,0.347049,1.105611,71.705673,58.098404
0.0700610,0.514961,0.888246,0.372919,1.092353,70.038361,59.896992
0.0796920,0.501782,0.907893,0.392932,1.109257,69.253731,61.071091
0.0896880,0.499951,0.924489,0.411359,1.128648,68.625023,61.596066
0.0996490,0.502026,0.926563,0.413433,1.132023,68.579124,61.550507
0.1097310,0.511666,0.950481,0.340704,1.131943,72.482910,61.705383
0.1205150,0.487138,0.917289,0.310929,1.084159,73.333954,62.028885
0.1297030,0.481037,0.893738,0.332406,1.068016,71.866211,61.709511
0.1399350,0.478962,0.929126,0.298116,1.086993,74.082230,62.728996
0.1517760,0.442232,0.946332,0.252477,1.074643,76.411880,64.952782
0.1697010,0.290672,0.893616,0.173037,0.955500,79.566437,71.981506
0.1797370,0.261019,0.871650,0.160468,0.923935,79.998230,73.329460
0.1905240,0.277371,0.863841,0.165715,0.922289,79.649002,72.198669
0.1998970,0.312881,0.864207,0.187558,0.938044,78.466202,70.097481
0.2099800,0.352541,0.858105,0.218919,0.953182,76.722221,67.665367
0.2197740,0.386709,0.849929,0.248816,0.966350,75.079384,65.534973
0.2297670,0.411603,0.842974,0.279201,0.978762,73.425613,63.974926
0.2399020,0.427588,0.839191,0.305560,0.990172,72.025566,63.000042
0.2499760,0.436496,0.840899,0.321301,1.000437,71.266853,62.566948
0.2596900,0.439059,0.845414,0.321667,1.005469,71.342049,62.555260
0.2696970,0.434422,0.854444,0.309465,1.007257,72.107323,63.050026
0.2796830,0.425026,0.863597,0.293967,1.006411,73.016617,63.795540
0.2897340,0.415996,0.869698,0.284449,1.005156,73.561279,64.437187
0.2999610,0.409406,0.876776,0.281764,1.007839,73.765312,64.970016
0.3099590,0.402939,0.878484,0.282008,1.006788,73.733421,65.360268
0.3198730,0.401230,0.878118,0.284937,1.006611,73.556755,65.443367
0.3299130,0.404647,0.876044,0.293967,1.008766,73.057457,65.207657
0.3399890,0.411969,0.874823,0.305194,1.013991,72.483368,64.783485
0.3498530,0.419656,0.873359,0.313980,1.018553,72.045570,64.335312
0.3607190,0.422585,0.872383,0.316786,1.019796,71.902374,64.154289
0.3697340,0.421121,0.871528,0.313736,1.017514,72.041054,64.210258
0.3798580,0.414409,0.868478,0.308732,1.010596,72.212029,64.491051
0.3897470,0.405135,0.866525,0.301533,1.002957,72.503731,64.942039
0.3997440,0.400864,0.867501,0.290550,0.998834,73.088799,65.198799
0.4098230,0.401962,0.872505,0.283106,1.001493,73.579514,65.264511
0.4202900,0.407576,0.878484,0.281398,1.008483,73.797615,65.110901
0.4297930,0.409528,0.878240,0.282252,1.009299,73.760582,65.000107
0.4397210,0.407087,0.875311,0.286767,1.007038,73.455315,65.057930
0.4498090,0.407820,0.874579,0.291770,1.008135,73.176994,65.000175
0.4597450,0.413555,0.873969,0.297384,1.011576,72.903587,64.676865
0.4710710,0.418436,0.872383,0.303485,1.014023,72.585144,64.375412
0.4801460,0.420023,0.868478,0.304095,1.011507,72.504196,64.190163
0.4900480,0.417582,0.865183,0.301899,1.007005,72.554489,64.235641
0.4998200,0.414531,0.864817,0.298360,1.004372,72.718819,64.390274
0.5097450,0.409650,0.865793,0.294821,1.002163,72.891335,64.678818
0.5199310,0.404525,0.865183,0.293601,0.999191,72.912102,64.941093
0.5303620,0.398545,0.866037,0.296163,0.998284,72.742149,65.288376
0.5399490,0.398423,0.868844,0.296774,1.000852,72.751244,65.365356
0.5498270,0.400620,0.870308,0.298360,1.003470,72.702789,65.282455
0.5597460,0.401840,0.871040,0.301533,1.005539,72.550102,65.234528
0.5705330,0.403061,0.870674,0.303973,1.006445,72.420624,65.159203
0.5799429,0.402450,0.869576,0.303119,1.004992,72.445473,65.164726
0.5905390,0.402939,0.869576,0.302875,1.005115,72.462265,65.138245
0.5999219,0.403305,0.870064,0.302021,1.005427,72.518921,65.130653
0.6099580,0.403793,0.871528,0.300557,1.006451,72.624664,65.140976
0.6199780,0.402084,0.869942,0.302387,1.004942,72.488342,65.193779
0.6297130,0.399034,0.869698,0.299946,1.002781,72.595581,65.353462
0.6399780,0.399644,0.870552,0.298970,1.003474,72.666367,65.341599
0.6501300,0.399522,0.869454,0.298848,1.002436,72.655167,65.320808
0.6603380,0.398301,0.867135,0.299336,1.000085,72.583786,65.329254
0.6698190,0.396715,0.866037,0.298116,0.998136,72.622108,65.388390
0.6797349,0.397081,0.864939,0.296530,0.996856,72.694611,65.340820
0.6896490,0.397203,0.865793,0.296896,0.997755,72.688667,65.355583
0.6997790,0.399156,0.866159,0.295919,0.998562,72.761749,65.258141
0.7096600,0.400498,0.867990,0.295553,1.000578,72.819519,65.230988
0.7197520,0.400010,0.868478,0.295187,1.000698,72.843582,65.269798
0.7304280,0.400742,0.868600,0.295919,1.001313,72.810600,65.233025
0.7399740,0.400132,0.868478,0.296408,1.001108,72.777718,65.263161
0.7498069,0.401230,0.870064,0.298116,1.003429,72.716667,65.243210
