Keuwl Accelerometer Data File
2019-06-26 17-45-31

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,6.846220,6.313510,-2.704251,9.697634,106.191986,42.681915
0.0100180,6.617573,6.139930,-2.742558,9.434650,106.899269,42.855839
0.0199320,6.695385,6.197391,-2.576161,9.480107,105.768066,42.788006
0.0300040,7.155072,6.287174,-2.069787,9.747186,102.259941,41.305828
0.0399630,7.583634,6.376956,-0.810437,9.941524,94.675964,40.059944
0.0501160,8.115147,6.423643,-0.165200,10.351139,90.914459,38.363804
0.0599450,8.757990,6.645107,0.402226,11.000982,87.904640,37.189335
0.0703480,8.942344,6.250063,0.634463,10.928465,86.671761,34.950817
0.0801160,8.617929,6.118382,1.007959,10.616934,84.552200,35.373215
0.0903340,8.377312,6.080075,0.866701,10.387388,85.213799,35.971352
0.1001010,8.185776,6.159084,0.563834,10.259588,86.849617,36.958279
0.1102950,7.879318,6.224925,-0.239420,10.044434,91.365837,38.309917
0.1205390,7.821857,6.710948,-1.061828,10.360779,95.882309,40.628727
0.1312540,8.043321,6.890512,-1.505953,10.697760,98.092560,40.585842
0.1400750,6.993463,6.252458,-0.907402,9.424708,95.524948,41.798088
0.1504500,6.135142,6.514623,-1.404199,9.058259,98.917877,46.718304
0.1604550,6.494272,6.364985,-1.561020,9.226342,99.740822,44.423965
0.1703960,7.535750,6.183026,0.328006,9.753201,88.072746,39.368618
0.1803780,7.779958,5.706580,0.390255,9.656350,87.683800,36.259953
0.1902510,6.558916,5.516241,-1.531092,8.705891,100.129204,40.064819
0.2001030,6.564901,6.423643,-3.019088,9.668299,108.195892,44.376900
0.2103150,6.828263,6.069301,-2.102109,9.374457,102.958069,41.632294
0.2201920,6.916849,5.977125,-1.385046,9.245927,98.615372,40.831604
0.2301640,7.164649,6.093243,-1.169568,9.477747,97.088448,40.379818
0.2402210,7.412448,6.184223,-1.174356,9.724614,96.936035,39.838322
0.2503790,7.546524,6.177041,-1.078588,9.811687,96.311218,39.301285
0.2602550,7.641095,6.135142,-0.839168,9.835166,94.894608,38.761471
0.2701270,7.764396,6.124368,-0.568623,9.905406,93.290894,38.265522
0.2800740,7.941567,6.149507,-0.407014,10.052391,92.320503,37.752205
0.2905360,8.031349,6.178237,-0.439336,10.142298,92.482674,37.569832
0.3001800,8.019379,6.169858,-0.560243,10.133679,93.169228,37.573551
0.3101510,7.967903,6.155493,-0.659603,10.090225,93.748123,37.687382
0.3200810,7.927202,6.151901,-0.742203,10.061674,94.230286,37.813236
0.3308660,7.885303,6.155493,-0.793678,10.034841,94.536392,37.976612
0.3402390,7.841011,6.150704,-0.830788,10.000141,94.765488,38.111614
0.3505510,7.800309,6.181829,-0.913388,9.994704,95.243416,38.397202
0.3601160,7.688979,6.191406,-1.015141,9.923931,95.871185,38.842102
0.3702640,7.587225,6.147113,-1.168370,9.834535,96.823013,39.014133
0.3803100,7.514202,6.113594,-1.240196,9.766132,97.295662,39.131981
0.3905860,7.491457,6.086061,-1.265336,9.734636,97.468597,39.090412
0.4004460,7.499837,6.066907,-1.242591,9.726199,97.340004,38.970730
0.4101310,7.511808,6.076484,-1.183933,9.734095,96.986038,38.970234
0.4201740,7.542933,6.089652,-1.201889,9.768533,97.067398,38.915054
0.4306400,7.572860,6.107608,-1.230620,9.806401,97.209137,38.886620
0.4401470,7.594408,6.125565,-1.215057,9.832291,97.098656,38.889263
0.4502980,7.597999,6.100426,-1.179144,9.815048,96.899971,38.760944
0.4601250,7.624335,6.084864,-1.152808,9.822679,96.739876,38.592823
0.4704500,7.623138,6.075287,-1.133654,9.813588,96.633553,38.553215
0.4800330,7.629124,6.052542,-1.043872,9.794206,96.118240,38.426617
0.4906690,7.692570,6.115988,-0.968455,9.875163,95.628029,38.486500
0.5002390,7.781156,6.204574,-0.950498,9.997328,95.455650,38.568321
0.5105800,7.787141,6.282385,-0.952892,10.050668,95.440315,38.895344
0.5202129,7.741651,6.311116,-1.043872,10.042560,95.966377,39.187458
0.5301730,7.667431,6.250063,-1.138443,9.957351,96.565094,39.185005
0.5401030,7.635109,6.202179,-1.098939,9.897959,96.374512,39.087769
0.5503190,7.716512,6.206968,-1.029507,9.956450,95.935051,38.812321
0.5605250,7.806294,6.204574,-0.968455,10.018626,95.547180,38.478264
0.5703180,7.843405,6.226121,-0.895431,10.054123,95.109596,38.442665
0.5802270,7.813477,6.226121,-0.936133,10.034508,95.352982,38.549374
0.5909230,7.715315,6.194997,-0.998382,9.944890,95.761711,38.762653
0.6002560,7.595605,6.172252,-1.089362,9.847671,96.351128,39.097599
0.6103470,7.516596,6.135142,-1.175553,9.773491,96.908249,39.221764
0.6205470,7.483078,6.120777,-1.192312,9.740737,97.030907,39.281418
0.6303970,7.491457,6.178237,-1.183933,9.782343,96.951408,39.512554
0.6401420,7.542933,6.215348,-1.176750,9.844345,96.865303,39.488392
0.6506540,7.546524,6.247669,-1.126472,9.861659,96.559067,39.620918
0.6604789,7.564480,6.277597,-1.091756,9.890476,96.337486,39.688538
0.6704610,7.560889,6.268020,-1.138443,9.886919,96.612068,39.658924
0.6805710,7.448361,6.204574,-1.165976,9.763929,96.858437,39.794701
0.6911040,7.442376,6.223727,-1.158794,9.770699,96.811249,39.904236
0.7003200,7.465121,6.234501,-1.164779,9.795598,96.829109,39.866970
0.7107630,7.517793,6.262034,-1.110910,9.847051,96.477699,39.793007
0.7201970,7.570466,6.277597,-1.060631,9.891668,96.155357,39.666271
0.7301620,7.584831,6.259640,-1.013944,9.886396,95.886581,39.532318
0.7401730,7.596802,6.238092,-0.968455,9.877403,95.626747,39.391033
0.7503719,7.584831,6.251261,-1.013944,9.881094,95.889748,39.494644
0.7601510,7.545327,6.241684,-1.054646,9.849003,96.147102,39.598408
0.7704190,7.523779,6.228516,-1.084573,9.827409,96.336189,39.619453
0.7802960,7.560889,6.240487,-1.071405,9.861979,96.236923,39.535046
0.7901970,7.596802,6.236896,-1.060631,9.886111,96.158829,39.385643
0.8003170,7.584831,6.189012,-1.019930,9.842448,95.947990,39.213490
0.8107150,7.545327,6.161478,-0.974440,9.790061,95.712311,39.234913
0.8203830,7.529764,6.154295,-1.006762,9.776823,95.910469,39.260128
0.8302709,7.502231,6.149507,-1.059434,9.758192,96.232811,39.341145
0.8405910,7.485472,6.157887,-1.090559,9.754034,96.419434,39.442257
0.8505200,7.448361,6.172252,-1.098939,9.735628,96.481247,39.647606
0.8601440,7.441179,6.214150,-1.138443,9.761294,96.697548,39.865356
0.8703300,7.439982,6.211756,-1.155202,9.760827,96.796936,39.859028
0.8801010,7.429208,6.230910,-1.167173,9.766252,96.863876,39.986710
0.8905610,7.431602,6.226121,-1.158794,9.764021,96.815926,39.955936
0.9001220,7.454347,6.259640,-1.126472,9.798944,96.601234,40.021194
0.9103349,7.490260,6.264429,-1.125275,9.829206,96.573792,39.907200
0.9207970,7.516596,6.262034,-1.104924,9.845464,96.443695,39.797493
0.9305570,7.514202,6.224925,-1.078588,9.817142,96.307693,39.639072
0.9402019,7.533356,6.180632,-1.049857,9.800707,96.149353,39.366665
0.9504899,7.583634,6.148310,-1.037886,9.817863,96.068314,39.032860
0.9602800,7.627927,6.096835,-1.042675,9.820582,96.094719,38.634579
0.9700710,7.589619,5.966351,-1.037886,9.709628,96.136215,38.171593
0.9800820,7.597999,5.863400,-1.011550,9.650507,96.016701,37.657482
0.9902490,7.668628,5.777209,-1.017536,9.655018,96.049599,36.992771
1.0001740,7.789535,5.789180,-0.957681,9.752364,95.635521,36.619717
1.0101260,7.898471,5.773617,-0.986411,9.833286,95.757225,36.166023
1.0202250,7.981071,5.698200,-1.045069,9.862006,96.083008,35.525482
1.0303730,7.937976,5.420473,-1.130063,9.678328,96.705276,34.327339
1.0409369,7.899669,5.027823,-1.240196,9.445732,97.544548,32.475124
1.0503119,7.995437,4.679467,-1.284489,9.352771,97.893829,30.339041
1.0602140,8.360553,4.784812,-1.082179,9.693522,96.409828,29.782854
1.0711030,8.802282,5.042189,-1.070208,10.200450,96.022430,29.805264
1.0806630,9.135077,5.143942,-1.331176,10.567961,97.236397,29.383770
1.0902879,9.181764,4.735731,-1.754950,10.479112,99.640823,27.283587
1.1002070,9.085996,3.778050,-2.009932,10.043346,101.544312,22.578043
1.1102740,9.020155,2.859874,-2.011129,9.674023,101.998711,17.591413
1.1206850,9.278728,2.632425,-2.114080,9.873895,102.363205,15.838923
1.1305679,9.707291,2.601300,-2.112883,10.269495,101.873032,15.001319
1.1402720,10.165780,3.542221,-2.376245,11.024380,102.447479,19.210667
1.1508149,10.216059,1.687912,-4.175488,11.164748,111.961815,9.381738
1.1604210,11.455058,4.090494,-4.022259,12.811286,108.298172,19.651169
1.1705679,11.790246,-1.673547,-5.623980,13.169655,115.279907,351.921204
1.1801970,11.350910,-0.342371,-1.880645,11.510742,99.403244,358.272339
1.1903200,12.576741,1.300052,-2.181118,12.830504,99.787514,5.901676
1.2001359,14.298173,0.239420,-5.978322,15.499529,112.687820,0.959317
1.2103440,15.006856,-0.894234,-7.790732,16.932243,117.394348,356.589874
1.2204070,16.954540,-2.100912,-8.115147,18.913641,115.408119,352.936249
1.2308820,20.545841,-1.799243,-8.319851,22.239351,111.969002,354.995270
1.2401259,24.515429,1.221043,-9.853337,26.449678,111.871826,2.851382
1.2503619,26.404453,-2.090138,-14.566323,30.228159,118.808212,355.473999
1.2609270,25.386917,-1.984793,-14.121001,29.117651,119.010086,355.529602
1.2704220,24.503458,0.153229,-11.936293,27.256523,115.971519,0.358286
1.2802709,26.671408,0.040701,-10.923545,28.821684,112.272026,0.087435
1.2902939,28.881254,-1.262941,-11.579556,31.141741,111.828766,357.496124
1.3005539,27.120319,-1.818396,-10.931925,29.297188,111.909340,356.164093
1.3101450,25.243265,-1.070208,-9.782708,27.093710,111.165886,357.572357
1.3208460,26.143486,0.342371,-11.267113,28.470104,113.312912,0.750293
1.3306481,27.416004,1.734599,-12.701240,30.264956,114.813644,3.620254
1.3401679,25.919628,2.589329,-12.099098,28.721420,114.913971,5.704829
1.3503430,24.106020,2.853889,-12.837709,27.460001,117.872513,6.751765
1.3601550,22.893356,2.771288,-15.831658,27.971901,124.470673,6.902190
1.3703640,21.890186,3.131616,-17.034744,27.913612,127.608780,8.141507
1.3801520,21.877018,5.955577,-15.480908,27.454168,124.324684,15.228586
1.3913250,21.430500,9.520543,-11.220427,25.996250,115.570229,23.953281
1.4002379,19.731813,14.390349,-6.777985,25.344975,105.511345,36.103153
1.4105201,15.085865,21.325155,-8.803479,27.565319,108.624702,54.723606
1.4210680,9.412804,31.909920,-10.606314,34.919018,107.682396,73.564972
1.4306619,1.148020,38.922539,-16.153679,42.157127,112.530670,88.310555
1.4414370,-9.315839,39.217022,-14.075512,42.695194,109.249016,103.362701
1.4506500,-20.043060,33.441013,17.827227,42.869987,65.427521,120.936600
1.4602470,-33.776199,28.498182,12.412739,45.902660,74.311073,139.844482
1.4708149,-39.195477,15.263036,20.731392,46.893883,63.762589,158.723663
