Keuwl Accelerometer Data File
2019-06-26 16-22-51

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,2.971204,9.275137,0.166397,9.740837,89.021202,72.237617
0.0099720,3.313575,9.199720,0.381875,9.785728,87.763542,70.191887
0.0199540,3.330335,9.244013,0.948104,9.871262,84.488426,70.187462
0.0300990,3.378219,9.193734,1.397017,9.893875,81.882698,69.824249
0.0399780,3.707421,9.085996,1.878251,9.991403,79.164688,67.802727
0.0499410,4.282030,9.069236,2.548628,10.348059,75.741898,64.725716
0.0599580,4.766856,8.877700,3.217807,10.577843,72.289803,61.766552
0.0702080,4.955997,8.781932,3.647566,10.723291,70.113770,60.562214
0.0801910,4.576517,8.752005,3.749320,10.564066,69.211914,62.394451
0.0900490,4.102465,8.735245,3.313575,10.203651,71.049927,64.843132
0.1003600,3.489549,8.884883,2.590526,9.890850,74.816490,68.557518
0.1101680,2.929306,9.020155,1.713051,9.637353,79.761200,72.008736
0.1204990,2.571373,9.114726,1.030704,9.526412,83.788765,74.245613
0.1302300,2.874239,9.540894,0.644040,9.985224,86.301895,73.234825
0.1401490,3.190274,9.837775,0.565032,10.357554,86.872810,72.032738
0.1502690,3.167529,9.767146,0.567426,10.283597,86.836945,72.031891
0.1602000,2.962825,9.399636,0.750582,9.884071,85.644852,72.504822
0.1699550,2.840720,9.038112,1.155202,9.544194,83.048035,72.551826
0.1802140,2.890999,8.874108,1.487996,9.451021,80.941498,71.955475
0.1900680,3.112462,9.318233,1.654393,9.962626,80.441185,71.529724
0.1999510,2.846706,9.459491,1.425747,9.980905,81.787346,73.251541
0.2099400,2.509123,8.959103,1.137246,9.373075,83.031067,74.354347
0.2200550,2.693477,8.566454,1.171962,9.056072,82.564400,72.545731
0.2311820,4.037821,8.917204,1.906982,9.972818,78.976128,65.638390
0.2408030,4.037821,8.917204,2.069787,10.005226,78.060974,65.638390
0.2502240,4.247314,9.235633,2.069787,10.374036,78.491333,65.303085
0.2601390,4.089296,9.360131,2.111686,10.430418,78.319466,66.400230
0.2709760,3.699042,9.112331,2.212242,10.080254,77.322510,67.905899
0.2801260,3.653552,8.819042,1.854309,9.724320,79.007072,67.496758
0.2913420,3.489549,8.848969,1.903390,9.700727,78.684517,68.478439
0.2999790,3.416526,9.026140,1.854309,9.827630,79.124046,69.267616
0.3101980,3.460819,9.172187,1.692701,9.948442,80.203613,69.327675
0.3205570,3.521871,9.269152,1.648408,10.051765,80.561325,69.195412
0.3309180,3.556587,9.282320,1.679533,10.081250,80.409828,69.035309
0.3402120,3.550601,9.234436,1.696292,10.037877,80.270950,68.968460
0.3509150,3.497929,9.172187,1.699883,9.962636,80.175789,69.125023
0.3600440,3.450045,9.101558,1.731008,9.886230,79.915939,69.240242
0.3700660,3.417723,9.024943,1.731008,9.804429,79.830917,69.258453
0.3800700,3.435679,9.003395,1.722628,9.789406,79.864967,69.113235
0.3906900,3.463213,9.028535,1.699883,9.818243,80.029846,69.013924
0.4007790,3.466804,9.081207,1.672350,9.863256,80.238136,69.105354
0.4102970,3.421314,9.103952,1.618480,9.859352,80.551743,69.403511
0.4200390,3.374627,9.102755,1.572991,9.834762,80.796478,69.658951
0.4300610,3.319561,9.071630,1.543063,9.782383,80.924316,69.901031
0.4405090,3.282450,9.036914,1.535880,9.736489,80.923981,70.037613
0.4500500,3.266888,9.012972,1.535880,9.709024,80.898087,70.076187
0.4611390,3.313575,9.035717,1.551443,9.748382,80.842506,69.861015
0.4706520,3.361459,9.058462,1.583764,9.790988,80.691086,69.640869
0.4800590,3.391387,9.066842,1.608904,9.813139,80.563522,69.492050
0.4906790,3.417723,9.074024,1.653196,9.836249,80.324272,69.361160
0.5007690,3.420117,9.059659,1.679533,9.828299,80.160583,69.317947
0.5101750,3.424906,9.072827,1.702277,9.846010,80.044106,69.318962
0.5206770,3.440468,9.103952,1.720234,9.883217,79.976265,69.297958
0.5309030,3.426103,9.099164,1.733402,9.876115,79.891396,69.367172
0.5404300,3.421314,9.108741,1.739388,9.884332,79.864647,69.413429
0.5501950,3.414132,9.137471,1.742979,9.908968,79.869011,69.512260
0.5605820,3.436877,9.167398,1.734599,9.942945,79.953041,69.448875
0.5702860,3.450045,9.217676,1.741782,9.995108,79.964203,69.479843
0.5801630,3.468001,9.228451,1.756147,10.013760,79.899612,69.404053
0.5900230,3.465607,9.234436,1.763330,10.019709,79.863953,69.429306
0.6001930,3.446453,9.221268,1.788469,10.005421,79.703041,69.506744
0.6102850,3.424906,9.197326,1.806425,9.979176,79.570854,69.575645
0.6200190,3.373430,9.190144,1.813608,9.956302,79.504593,69.843307
0.6299680,3.335123,9.206903,1.778892,9.952616,79.703850,70.087509
0.6401989,3.330335,9.228451,1.762132,9.967976,79.817780,70.156654
0.6503670,3.319561,9.226056,1.716643,9.954218,80.069481,70.211128
0.6606490,3.288436,9.203311,1.675941,9.915822,80.269341,70.337677
0.6703029,3.276465,9.135077,1.644817,9.843286,80.380730,70.268684
0.6802940,3.250129,9.094376,1.612495,9.791381,80.521057,70.334236
0.6902190,3.232172,9.087193,1.588553,9.774840,80.647125,70.420326
0.7012690,3.242946,9.100361,1.582567,9.789678,80.696930,70.386292
0.7106069,3.223793,9.123106,1.598130,9.807034,80.621399,70.538338
0.7201700,3.215413,9.127894,1.576582,9.805251,80.747276,70.594566
0.7301280,3.207033,9.130288,1.571793,9.803967,80.774399,70.646065
0.7411000,3.207033,9.138668,1.606509,9.817392,80.581810,70.662498
0.7502789,3.238158,9.157822,1.606509,9.845417,80.608864,70.526672
0.7601520,3.271677,9.175778,1.640028,9.878687,80.443695,70.376015
0.7702840,3.342306,9.149442,1.696292,9.887401,80.121414,69.932671
0.7800560,3.336320,9.118318,1.713051,9.859478,79.994270,69.902824
0.7903010,3.307590,9.099164,1.728614,9.834787,79.876808,70.023552
0.7999710,3.284845,9.101558,1.729811,9.829589,79.864311,70.154968
0.8101799,3.271677,9.107543,1.714248,9.828013,79.954819,70.240334
0.8200700,3.250129,9.144653,1.666364,9.847071,80.257271,70.434128
0.8299900,3.241749,9.190144,1.665167,9.886377,80.303421,70.570114
0.8400570,3.271677,9.233239,1.649605,9.933669,80.441063,70.488892
0.8501940,3.298013,9.241618,1.651999,9.950553,80.443459,70.360283
0.8605240,3.309984,9.214086,1.681927,9.933994,80.252281,70.240143
0.8700910,3.324349,9.175778,1.722628,9.910280,79.989868,70.084740
0.8803260,3.327940,9.145850,1.764527,9.891173,79.723770,70.004852
0.8902079,3.323152,9.131485,1.798046,9.882324,79.516891,70.002419
0.9005030,3.306392,9.101558,1.786075,9.846860,79.549545,70.035049
0.9104030,3.288436,9.121908,1.765724,9.856003,79.679626,70.175835
0.9212180,3.262100,9.143456,1.729811,9.860849,79.896774,70.365189
0.9301370,3.252523,9.184157,1.698686,9.890055,80.110008,70.498657
0.9402660,3.283648,9.211691,1.667562,9.920602,80.323166,70.380615
0.9508359,3.286042,9.217676,1.683124,9.929579,80.240898,70.379181
0.9601340,3.300407,9.194932,1.697489,9.915691,80.142860,70.255028
0.9702170,3.295619,9.143456,1.709460,9.868443,80.024628,70.179077
0.9808700,3.298013,9.112331,1.729811,9.843968,79.879272,70.103363
0.9903020,3.306392,9.095572,1.742979,9.833597,79.790535,70.022949
1.0008240,3.326743,9.107543,1.746570,9.852160,79.788757,69.934097
1.0107660,3.323152,9.111135,1.720234,9.849635,79.941734,69.961304
1.0204309,3.326743,9.143456,1.683124,9.874357,80.185783,70.006653
1.0303019,3.319561,9.156625,1.669956,9.881904,80.270821,70.072845
1.0400209,3.298013,9.149442,1.660379,9.866409,80.311821,70.177765
1.0501059,3.288436,9.153033,1.656788,9.865940,80.332512,70.238014
1.0607259,3.284845,9.166202,1.671153,9.879383,80.261276,70.284103
1.0700339,3.292027,9.169792,1.699883,9.890001,80.102913,70.251465
1.0801250,3.289633,9.184157,1.721431,9.906248,79.992783,70.293205
1.0906399,3.278859,9.163807,1.740585,9.887158,79.860527,70.312523
1.1004509,3.269282,9.173384,1.751359,9.894768,79.805023,70.384552
1.1104360,3.238158,9.153033,1.747767,9.865007,79.795128,70.517250
