Keuwl Accelerometer Data File
2019-06-26 16-09-26

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,2.960430,8.360553,1.408988,8.980436,80.973267,70.501198
0.0096320,3.187880,7.886500,1.546654,8.645902,79.694962,67.990463
0.0191810,3.768473,7.948750,1.754950,8.970165,78.717712,64.634537
0.0294010,4.261679,8.392874,1.914164,9.605533,78.505302,63.079746
0.0391900,4.580108,9.052477,1.684321,10.284049,80.573631,63.162834
0.0492120,4.508282,9.685743,1.364695,10.770358,82.720573,65.040123
0.0593650,4.001908,9.846154,0.962469,10.671849,84.825600,67.881020
0.0693970,3.342306,9.363723,0.644040,9.963187,86.293701,70.356384
0.0791860,2.977190,8.495825,0.584185,9.021306,86.287148,70.688019
0.0891830,3.175909,7.718906,0.878672,8.392853,83.990524,67.635513
0.0992550,3.901352,7.678205,1.322796,8.713505,81.268173,63.064545
0.1092960,4.910508,8.301894,1.707066,9.795336,79.963631,59.396008
0.1192590,5.589264,9.065644,1.932121,10.823996,79.717400,58.344818
0.1294930,5.815516,9.453506,2.229002,11.320664,78.644455,58.401405
0.1391010,5.673061,9.548077,2.609680,11.408760,76.776894,59.283020
0.1492010,5.402516,10.289082,2.657564,11.921201,77.118958,62.297260
0.1591000,4.554969,10.478224,2.552219,11.707039,77.407990,66.505028
0.1698750,3.797204,9.700109,2.296039,10.666895,77.569862,68.621651
0.1791680,3.533842,8.687361,2.066196,9.603512,77.575668,67.864510
0.1894640,3.368642,8.064868,2.367866,9.055200,74.841370,67.330032
0.1993580,3.293224,8.149862,2.418144,9.116633,74.618477,67.997185
0.2092670,3.490746,8.682572,2.285265,9.633006,76.276718,68.097870
0.2191710,3.889381,9.314642,2.110489,10.312323,78.190582,67.336754
0.2292640,4.302381,9.737218,1.851915,10.805253,80.131340,66.161804
0.2392720,4.513070,9.852140,1.538275,10.945262,81.920761,65.388420
0.2492700,4.460398,9.692925,1.382651,10.759168,82.616547,65.289513
0.2591710,4.236540,9.360131,1.430536,10.373368,82.073387,65.647758
0.2693940,3.936068,9.001001,1.532289,9.942764,81.134758,66.380615
0.2793020,3.676297,8.740033,1.565808,9.610155,80.622841,67.187050
0.2894650,3.456030,8.571242,1.556231,9.371883,80.441582,68.040100
0.2992400,3.318364,8.535329,1.544260,9.286986,80.428276,68.754921
0.3093700,3.283648,8.547300,1.545457,9.285856,80.419609,68.984543
0.3192430,3.351882,8.605958,1.556231,9.365868,80.435379,68.719887
0.3293910,3.550601,8.734048,1.581370,9.559869,80.478508,67.877075
0.3397780,3.651158,8.820239,1.570596,9.674417,80.656944,67.512779
0.3495650,3.728969,8.888474,1.544260,9.761911,80.898010,67.240555
0.3592420,3.791218,8.935161,1.546654,9.828661,80.946213,67.008324
0.3700290,3.810372,8.960299,1.546654,9.858907,80.974220,66.962349
0.3793400,3.799598,8.942344,1.559822,9.840503,80.879555,66.979378
0.3898190,3.781641,8.925584,1.590947,9.823339,80.679565,67.038322
0.3992970,3.754108,8.881291,1.625663,9.778213,80.429932,67.086296
0.4092210,3.713407,8.845378,1.715446,9.745401,79.861618,67.226692
0.4195210,3.655946,8.826224,1.789666,9.719624,79.389633,67.499977
0.4295110,3.603274,8.825027,1.837550,9.707795,79.088882,67.789726
0.4399990,3.568558,8.848969,1.849521,9.719032,79.029770,68.037071
0.4493990,3.568558,8.884883,1.865083,9.754706,78.977280,68.117447
0.4594040,3.622427,8.938752,1.886631,9.827647,78.932121,67.939758
0.4692900,3.707421,9.004593,1.927332,9.926847,78.804718,67.621780
0.4792500,3.790021,9.039309,1.983596,10.000401,78.559418,67.252563
0.4893180,3.837905,9.062054,2.014721,10.045368,78.430168,67.046669
0.4994370,3.818752,9.044097,2.021903,10.023305,78.362427,67.108734
0.5095860,3.804387,9.022549,2.015918,9.997183,78.366623,67.137123
0.5198490,3.782839,9.002198,2.003947,9.968211,78.402588,67.207230
0.5293990,3.724181,8.971074,1.996764,9.916490,78.383621,67.455093
0.5399750,3.667917,8.941146,1.997961,9.868615,78.319382,67.695145
0.5497169,3.633201,8.923190,1.984793,9.836812,78.359398,67.845619
0.5592270,3.610456,8.930372,1.909376,9.820013,78.788155,67.987030
0.5699220,3.615245,8.937555,1.866280,9.820025,79.044388,67.976646
0.5796540,3.622427,8.974665,1.847127,9.852840,79.194740,68.019608
0.5898000,3.658340,9.010578,1.844732,9.898334,79.259102,67.902603
0.5992259,3.667917,9.033323,1.848324,9.923247,79.265282,67.900734
0.6102320,3.660734,9.038112,1.821988,9.920085,79.416603,67.950424
0.6192220,3.632004,8.998607,1.790863,9.867805,79.543709,68.020088
0.6293280,3.591303,8.949526,1.795651,9.808967,79.451820,68.135193
0.6402370,3.590106,8.921992,1.807622,9.785617,79.355057,68.080719
0.6493420,3.599682,8.898050,1.839944,9.773352,79.148666,67.974342
0.6592510,3.610456,8.904037,1.861492,9.786849,79.035347,67.928169
0.6702920,3.628413,8.917204,1.879448,9.808885,78.953438,67.858582
0.6798390,3.652355,8.929175,1.921347,9.836740,78.736374,67.753670
0.6894080,3.659537,8.939949,1.977611,9.860316,78.430138,67.738426
0.6993370,3.648763,8.951921,1.997961,9.871282,78.322578,67.824409
0.7095060,3.645172,8.931569,2.032677,9.858600,78.101234,67.798538
0.7198830,3.671508,8.912416,2.076970,9.860271,77.840126,67.610573
0.7297840,3.676297,8.937555,2.092532,9.888061,77.782570,67.641098
0.7399870,3.678691,8.981848,2.070984,9.924481,77.955322,67.727493
0.7493960,3.682282,9.018958,2.039860,9.952981,78.173447,67.790665
0.7594720,3.687071,9.035717,2.019509,9.965796,78.308380,67.801834
0.7694880,3.688268,9.034520,2.011129,9.963459,78.354805,67.792671
0.7792839,3.675100,9.017760,2.035071,9.948259,78.195930,67.827133
0.7902780,3.657143,9.020155,2.055422,9.947997,78.075844,67.930336
0.7994450,3.622427,9.003395,2.066196,9.922312,77.980927,68.083099
0.8093250,3.612850,8.997410,2.062605,9.912639,77.990242,68.122398
0.8194900,3.596091,8.993818,2.009932,9.892445,78.277107,68.206482
0.8295130,3.563769,8.963891,2.003947,9.852289,78.264198,68.318741
0.8393140,3.535039,8.978256,2.008735,9.855993,78.240242,68.508789
0.8492979,3.551798,9.004593,2.015918,9.887462,78.235687,68.473595
0.8601790,3.579332,9.021352,2.042254,9.918024,78.117027,68.358688
0.8693470,3.605668,9.044097,2.038663,9.947495,78.173882,68.264000
0.8792720,3.616442,9.041702,2.037466,9.948985,78.182716,68.199898
0.8895580,3.622427,9.001001,2.027889,9.912232,78.194824,68.077820
0.8993420,3.620033,8.980651,2.017115,9.890676,78.232483,68.046005
0.9097660,3.598485,8.937555,2.007538,9.841707,78.230049,68.069038
0.9192579,3.566164,8.908825,2.018312,9.806032,78.122292,68.183990
0.9292369,3.558981,8.900445,2.036268,9.799523,78.006973,68.205231
0.9398690,3.533842,8.911219,2.030283,9.798975,78.042068,68.368652
0.9492600,3.527856,8.927979,1.991976,9.804210,78.277283,68.438736
0.9592780,3.523068,8.966286,1.956063,9.830181,78.522362,68.548950
0.9693699,3.514688,8.975863,1.930924,9.830952,78.672737,68.616127
0.9795490,3.531447,9.005790,1.915361,9.861237,78.800171,68.588326
0.9901159,3.552995,8.984241,1.929727,9.852118,78.704491,68.422707
0.9996220,3.567361,8.947132,1.971625,9.831813,78.431740,68.262062
1.0092810,3.573346,8.919599,2.033874,9.821644,78.048660,68.168106
1.0194310,3.584120,8.924387,2.067393,9.836905,77.867859,68.119125
1.0293800,3.609259,8.938752,2.033874,9.852141,78.086205,68.012299
1.0394100,3.630807,8.966286,2.013524,9.880857,78.241898,67.955009
1.0496809,3.635595,8.954314,2.002750,9.869564,78.292130,67.902061
1.0594599,3.623624,8.948329,2.003947,9.859972,78.273476,67.954521
1.0698789,3.617639,8.910022,2.003947,9.823014,78.228722,67.901909
1.0799029,3.597288,8.896853,1.996764,9.802119,78.246155,67.984909
1.0895380,3.598485,8.906430,2.005144,9.812961,78.209351,67.999702
1.0993720,3.580529,8.902839,1.997961,9.801661,78.238457,68.091080
1.1093860,3.557784,8.880095,1.994370,9.771971,78.223717,68.166634
1.1195160,3.532645,8.881291,1.983596,9.761740,78.275787,68.309196
1.1294509,3.531447,8.908825,1.959654,9.781540,78.443039,68.376686
1.1407559,3.544616,8.961497,1.951274,9.832609,78.553711,68.419304
1.1493739,3.578135,9.008183,1.958457,9.888679,78.577026,68.336563
1.1594100,3.606865,9.042900,1.965640,9.932133,78.585403,68.254845
1.1694429,3.620033,9.038112,1.987187,9.936852,78.464119,68.172424
1.1793671,3.633201,9.011775,2.002750,9.920849,78.353500,68.042603
1.1892370,3.615245,8.963891,2.008735,9.871999,78.259583,68.035187
1.1993550,3.588908,8.955511,2.035071,9.860170,78.088936,68.161629
1.2096341,3.593697,8.945934,2.053028,9.856942,77.978287,68.114037
1.2193841,3.588908,8.950723,2.053028,9.859545,77.981506,68.151039
1.2293469,3.581726,8.950723,2.059013,9.858181,77.944244,68.190666
1.2392459,3.570952,8.965088,2.078167,9.871336,77.846855,68.281738
1.2492939,3.585317,8.972271,2.104503,9.888634,77.712311,68.218361
1.2590859,3.614048,8.959103,2.118869,9.890221,77.629128,68.031151
1.2691259,3.628413,8.923190,2.128445,9.865038,77.540092,67.872002
1.2791300,3.629610,8.918402,2.144008,9.864518,77.446838,67.854668
1.2892619,3.651158,8.943541,2.128445,9.891823,77.574371,67.792496
1.2991079,3.670311,8.977059,2.093729,9.921819,77.817703,67.762581
1.3102859,3.677494,8.986636,2.061408,9.926378,78.014175,67.744736
1.3192589,3.669114,8.998607,2.039860,9.929669,78.145279,67.817192
1.3293500,3.646369,8.998607,2.039860,9.921288,78.135124,67.941475
1.3393720,3.603274,8.985439,2.044648,9.894559,78.074265,68.148598
1.3492180,3.586514,8.974665,2.045845,9.878926,78.048019,68.217041
1.3593080,3.576937,8.983045,2.027889,9.879368,78.154984,68.288162
1.3693309,3.587711,8.971074,2.021903,9.871167,78.180496,68.202545
1.3791960,3.586514,8.967483,2.009932,9.865022,78.244057,68.201225
1.3892789,3.615245,8.968679,2.023100,9.879278,78.183250,68.045799
1.3994210,3.630807,8.956709,2.048239,9.879306,78.034294,67.933701
1.4091870,3.636792,8.926781,2.072181,9.859392,77.867485,67.833900
1.4193079,3.643975,8.925584,2.084153,9.863482,77.801460,67.791679
1.4293660,3.642778,8.919599,2.064999,9.853593,77.902954,67.784821
1.4394879,3.639187,8.941146,2.060210,9.870777,77.952759,67.852905
1.4503299,3.646369,8.948329,2.051831,9.878188,78.011620,67.829514
1.4593570,3.640384,8.955511,2.033874,9.878777,78.118790,67.878433
1.4696079,3.614048,8.950723,2.037466,9.865498,78.081253,68.012543
1.4793301,3.596091,8.924387,2.020706,9.831572,78.139336,68.052979
1.4894300,3.591303,8.913613,2.037466,9.823503,78.029549,68.055450
1.4991829,3.574543,8.895657,2.043451,9.802334,77.967545,68.108253
1.5094109,3.561375,8.911219,2.044648,9.811921,77.972328,68.215843
1.5193570,3.564966,8.933964,2.014721,9.827705,78.170258,68.246262
1.5293839,3.580529,8.971074,1.989582,9.861987,78.361130,68.242104
1.5394050,3.594894,8.991425,1.991976,9.886200,78.375862,68.207794
1.5494950,3.623624,9.017760,2.019509,9.926181,78.261055,68.108162
1.5593979,3.645172,9.001001,2.045845,9.924253,78.103409,67.953331
1.5693789,3.642778,8.969876,2.060210,9.898130,77.986549,67.897316
1.5798690,3.634398,8.938752,2.084153,9.871870,77.811981,67.873886
1.5901670,3.624821,8.910022,2.103306,9.846406,77.665916,67.862267
1.5992910,3.615245,8.902839,2.121263,9.840238,77.551010,67.899025
1.6094769,3.620033,8.906430,2.127248,9.846539,77.523438,67.880638
1.6192859,3.617639,8.929175,2.096124,9.859575,77.725365,67.944763
1.6293390,3.637990,8.960299,2.079364,9.891698,77.865158,67.902252
1.6395320,3.646369,8.967483,2.035071,9.892081,78.127922,67.872299
