Keuwl Accelerometer Data File
2019-06-27 15-58-19

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,1.030704,6.658275,7.202956,9.862938,43.088005,81.200432
0.0100500,1.143231,6.682217,7.067683,9.793424,43.806934,80.291512
0.0200320,1.377863,6.851008,7.105990,9.966439,44.521133,78.628471
0.0298730,1.459266,6.915652,7.171831,10.069303,44.581963,78.084854
0.0400570,1.304840,6.733692,7.181408,9.930652,43.684357,79.033272
0.0498920,1.132457,6.671443,7.150283,9.844651,43.421940,80.366043
0.0599230,0.921768,6.720524,7.049727,9.783340,43.897209,82.190208
0.0698590,0.702698,6.700173,7.025785,9.733847,43.797604,84.012840
0.0802480,0.656011,6.653487,6.988675,9.671650,43.730949,84.369026
0.0898810,0.782904,6.690597,7.020997,9.729924,43.814255,83.325851
0.1000910,0.949301,6.775591,7.043741,9.819577,44.166660,82.024429
0.1098540,1.052252,6.724115,7.071275,9.814473,43.904671,81.105957
0.1199220,1.386243,6.946776,7.119159,10.042997,44.857121,78.714752
0.1299260,1.072602,6.831854,6.947973,9.803012,44.865967,81.077385
0.1399110,1.067814,6.822278,6.946776,9.794969,44.828606,81.104317
0.1499310,1.055843,6.795941,6.985084,9.802603,44.555241,81.168915
0.1603470,1.035492,6.780379,6.999449,9.799902,44.419327,81.316940
0.1699120,1.004368,6.706159,6.997055,9.743721,44.101418,81.482239
0.1798820,0.944513,6.592434,7.076063,9.717148,43.263985,81.846596
0.1899110,1.001973,6.582858,7.286753,9.870903,42.421246,81.345467
0.2003400,1.121683,6.623559,7.461530,10.040127,41.997772,80.388290
0.2102220,1.242591,6.719327,7.435194,10.098291,42.584316,79.522781
0.2208090,1.209072,6.666655,7.259220,9.929874,43.025639,79.720505
0.2300250,1.203086,6.799533,7.005434,9.836522,44.586937,79.966125
0.2400840,1.118092,6.937200,6.866570,9.824697,45.660450,80.844185
0.2498940,1.051055,6.950367,6.861782,9.823257,45.691288,81.400719
0.2598690,1.013944,6.862979,6.936002,9.810030,45.006081,81.595848
0.2699140,0.990002,6.770802,6.981492,9.775741,44.425186,81.681366
0.2803530,0.980426,6.703765,7.050924,9.778406,43.857033,81.679482
0.2899420,0.985214,6.663064,7.073669,9.767489,43.597210,81.589073
0.3000750,1.010353,6.694188,7.078457,9.794770,43.724037,81.417137
0.3099050,1.019930,6.658275,7.062895,9.759988,43.642666,81.291000
0.3201820,1.070208,6.653487,7.083246,9.776840,43.573368,80.862289
0.3299070,1.116895,6.661866,7.080852,9.786030,43.650200,80.482590
0.3399060,1.142034,6.685808,7.077260,9.802647,43.782265,80.306595
0.3499290,1.170765,6.736086,7.042544,9.815446,44.151863,80.140205
0.3601380,1.205481,6.810307,7.047333,9.874125,44.461834,79.962143
0.3701600,1.259350,6.835446,7.074866,9.917812,44.491905,79.560989
0.3803000,1.240196,6.805518,7.097611,9.911067,44.264130,79.672096
0.3899900,1.200692,6.709750,7.020997,9.785541,44.152622,79.854454
0.4003800,1.159991,6.696582,7.260417,9.945021,43.108955,80.172668
0.4101780,1.140837,6.701371,7.264008,9.948653,43.101040,80.338623
0.4200760,1.136049,6.710948,7.199365,9.907486,43.392963,80.391891
0.4299570,1.163582,6.724115,7.146692,9.881440,43.677032,80.182411
0.4403920,1.225831,6.727707,7.162254,9.902656,43.675209,79.673622
0.4499360,1.282095,6.742072,7.220912,9.961971,43.543816,79.233002
0.4601810,1.307234,6.781576,7.247249,10.011057,43.620552,79.089340
0.4698960,1.249773,6.785168,7.214927,9.982765,43.718971,79.563553
0.4800080,1.163582,6.712144,7.108385,9.845605,43.781342,80.165245
0.4898200,1.067814,6.637924,7.053318,9.744309,43.627590,80.861366
0.5000610,0.990002,6.602011,7.047333,9.707294,43.449295,81.471771
0.5112020,0.964863,6.622362,7.054515,9.723827,43.490582,81.710464
0.5203810,0.980426,6.672640,7.010222,9.727722,43.892345,81.641220
0.5300360,1.031901,6.676231,6.940791,9.685632,44.224953,81.213699
0.5400680,1.140837,6.687006,6.926425,9.694995,44.403240,80.318260
0.5498100,1.224634,6.716933,7.000646,9.778852,44.283287,79.667297
0.5599459,1.212663,6.750452,7.041347,9.829533,44.246376,79.815910
0.5699860,1.162385,6.733692,7.052121,9.819682,44.097069,80.205994
0.5799950,1.120486,6.688202,7.042544,9.776757,43.917820,80.489456
0.5901450,1.097741,6.657078,7.003040,9.724417,43.933125,80.636284
0.6002450,1.142034,6.731298,7.016208,9.789882,44.218983,80.370872
0.6099180,1.223437,6.828263,7.024588,9.872528,44.640564,79.841957
0.6200910,1.274912,6.873753,7.012617,9.902054,44.911495,79.492447
0.6299800,1.301249,6.892907,7.147889,10.014875,44.461010,79.309464
0.6399550,1.304840,6.871359,7.115568,9.977448,44.506981,79.247810
0.6499820,1.276109,6.854599,7.068881,9.928901,44.606209,79.454071
0.6610050,1.223437,6.846220,7.031770,9.890061,44.684185,79.868050
0.6699660,1.079785,6.768408,6.994660,9.792985,44.418060,80.935806
0.6800150,0.972046,6.696582,6.930017,9.685774,44.317116,81.740883
0.6900580,0.921768,6.760028,6.848614,9.667013,44.890907,82.235283
0.7000900,0.926556,6.831854,6.951565,9.790659,44.763447,82.276505
0.7099770,0.949301,6.793547,6.896498,9.727032,44.846115,82.045242
0.7200910,1.066617,6.730101,6.746861,9.589164,45.284081,80.994408
0.7304460,1.185130,6.757634,6.885724,9.720255,44.895992,80.052826
0.7438120,1.074997,6.634333,6.989872,9.696819,43.875984,80.796051
0.7600980,1.165976,6.675035,6.828263,9.619811,44.780327,80.091698
0.7699440,1.187524,6.722919,6.950367,9.742456,44.486946,79.982712
0.7799650,1.276109,6.760028,6.809110,9.679380,45.294296,79.309914
0.7900170,1.309628,6.861782,7.042544,9.919506,44.767586,79.194572
0.7999200,1.375469,6.974309,6.675035,9.751358,46.801849,78.843338
0.8099009,1.167173,6.950367,6.704962,9.727612,46.427559,80.467278
0.8199779,0.950498,6.841431,6.511032,9.492215,46.690907,82.090378
0.8298970,0.737414,6.726510,6.436811,9.339286,46.431698,83.743759
0.8399810,0.908600,6.795941,6.311116,9.318828,47.371384,82.384865
0.8499559,1.654393,7.486669,6.335058,9.945863,50.434937,77.539116
0.8600750,1.467646,7.284359,5.985504,9.541599,51.148346,78.608604
0.8698380,1.620875,7.174225,6.198588,9.618692,49.876938,77.268898
0.8799719,0.827197,7.471107,6.421249,9.886057,49.494144,83.681976
0.8909140,-0.183156,5.207389,6.277597,8.158350,39.693775,92.014397
0.9004560,1.181539,6.003461,6.266823,8.758462,44.314465,78.865944
0.9102380,1.818396,6.414066,4.825513,8.229969,54.102688,74.171898
0.9202309,0.549469,4.860229,4.080917,6.370057,50.160400,83.549858
0.9300970,1.254562,5.953183,5.542577,8.230095,47.665916,78.099731
0.9428700,2.631228,7.412448,9.572019,12.389161,39.410942,70.456451
0.9602430,4.005499,6.232107,10.265140,12.659237,35.817867,57.270336
0.9701260,3.111265,4.662708,8.062474,9.819588,34.808918,56.286175
0.9801080,3.155558,4.921282,7.298724,9.351359,38.693745,57.331741
0.9901319,3.348291,5.959168,7.730877,10.319361,41.482124,60.669575
1.0002500,3.472790,6.916849,8.232463,11.299403,43.232937,63.339832
1.0099640,2.834735,6.959944,8.095993,11.046341,42.868942,67.839287
1.0201280,2.084153,6.581660,7.222109,9.991036,43.708981,72.429054
1.0299680,1.895011,6.704962,6.496666,9.526503,47.003231,74.218216
1.0413359,2.020706,6.956353,6.214150,9.544096,49.375492,73.802284
1.0503900,2.175132,6.897695,6.479907,9.710747,48.141571,72.497749
1.0600129,2.208651,6.678626,6.793547,9.779287,45.997692,71.700722
1.0714070,2.268506,6.543353,6.992266,9.841411,44.724854,70.879150
1.0802319,2.282871,6.398504,7.031770,9.777431,44.012859,70.364517
1.0903709,2.322376,6.246472,6.971915,9.644659,43.707363,69.605370
1.0999869,2.397793,6.137536,7.001843,9.614810,43.261353,68.660568
1.1098750,2.519897,6.153099,7.192182,9.794794,42.753067,67.729279
1.1207030,2.723404,6.410475,7.059304,9.916900,44.614704,66.982437
1.1298280,1.939303,6.028600,7.247249,9.624319,41.147850,72.167854
1.1398400,2.012326,5.940014,6.187814,8.810350,45.385387,71.284920
1.1498410,2.658761,6.367379,6.530185,9.500308,46.578064,67.336548
