Keuwl Accelerometer Data File
2019-06-26 17-10-24

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,4.150349,7.947553,-3.774459,9.728080,112.829880,62.425663
0.0099347,2.798822,9.169792,-5.096058,10.857638,117.992264,73.026665
0.0199701,2.592921,8.811859,-5.734113,10.828303,121.974960,73.603294
0.0299257,4.013879,7.922413,-4.850653,10.119520,118.642059,63.131012
0.0399241,5.834670,7.052121,-3.305195,9.731398,109.855087,50.396877
0.0499917,7.153875,6.755240,-1.009156,9.890883,95.856018,43.358353
0.0601271,7.625533,7.321469,-0.452504,10.580993,92.451042,43.834606
0.0701112,7.406463,7.545327,-0.377087,10.579690,92.042595,45.532116
0.0800263,7.119159,7.696161,-0.492008,10.495494,92.686897,47.230331
0.0900049,6.845023,7.807492,-0.691924,10.406249,93.812477,48.758144
0.0999591,6.806715,7.902063,-0.833182,10.462704,94.567505,49.258896
0.1100043,6.738481,7.741651,-1.022324,10.314331,95.688316,48.963066
0.1202898,6.484695,7.487866,-1.363498,9.998926,97.837524,49.106544
0.1302576,6.029797,7.293935,-1.793257,9.632015,100.729744,50.419926
0.1401920,6.184223,7.483078,-1.884237,9.888954,100.984276,50.428726
0.1501562,5.637148,6.217742,-2.161964,8.666709,104.445335,47.803825
0.1603063,5.145139,6.643910,-2.400187,8.739273,105.940788,52.245285
0.1706084,4.783615,7.155072,-2.358289,8.924099,105.323029,56.234783
0.1804814,4.868609,7.517793,-1.924938,9.161111,102.129417,57.072445
0.1902529,5.465962,8.166622,-3.025074,10.282098,107.110039,56.205399
0.2002546,5.649119,8.617929,-4.114436,11.095487,111.766235,56.754848
0.2101825,5.366603,8.725668,-4.504691,11.190619,113.737167,58.406975
0.2204750,4.938041,8.519767,-4.294001,10.742864,113.559875,59.903500
0.2302707,4.605247,8.099585,-3.895366,10.098784,112.688835,60.378384
0.2404275,4.472369,7.613562,-3.457227,9.482659,111.381996,59.569115
0.2502075,4.596867,7.243657,-3.034651,9.100048,109.479912,57.600548
0.2604284,4.941632,7.094019,-2.636016,9.038442,106.956467,55.139267
0.2703499,5.384560,7.144298,-2.267309,9.229039,104.221504,52.995167
0.2802387,5.832275,7.320271,-1.957260,9.562043,101.811386,51.454639
0.2901410,6.173449,7.532158,-1.746570,9.894210,100.167381,50.661537
0.3000282,6.350620,7.686584,-1.690306,10.112917,99.621765,50.436642
0.3099673,6.364985,7.730877,-1.753753,10.166373,99.933510,50.534695
0.3202218,6.242881,7.728483,-1.866280,10.108710,100.639038,51.069565
0.3303176,6.048951,7.680599,-2.011129,9.981285,101.624107,51.777363
0.3404390,5.866991,7.639898,-2.159570,9.871847,102.636238,52.477863
0.3502737,5.742493,7.647080,-2.340332,9.845366,103.751366,53.095676
0.3605410,5.679047,7.686584,-2.506729,9.880225,104.697266,53.542057
0.3708737,5.668272,7.722497,-2.638410,9.936171,105.398796,53.721527
0.3804031,5.681441,7.733272,-2.699462,9.968418,105.711967,53.696209
0.3903862,5.694609,7.710526,-2.710236,9.961233,105.787979,53.552280
0.4002578,5.686229,7.650671,-2.652776,9.894605,105.551430,53.379063
0.4104436,5.667076,7.590816,-2.588132,9.820115,105.281059,53.256088
0.4209170,5.628768,7.556100,-2.537854,9.757991,105.074783,53.316456
0.4304357,5.596447,7.546524,-2.504335,9.723268,104.925392,53.439640
0.4401801,5.573701,7.566875,-2.512715,9.728179,104.968765,53.624928
0.4501137,5.567716,7.603985,-2.529474,9.757986,105.023834,53.788025
0.4603876,5.573701,7.638700,-2.528277,9.788160,104.969185,53.883034
0.4706450,5.592855,7.669825,-2.531868,9.824286,104.934532,53.900379
0.4804172,5.602432,7.672219,-2.516306,9.827614,104.835480,53.862217
0.4902018,5.607220,7.667431,-2.485181,9.818684,104.661469,53.821857
0.5001621,5.598841,7.651869,-2.460042,9.795403,104.545128,53.807220
0.5100563,5.588067,7.639898,-2.455254,9.778691,104.541550,53.817066
0.5200423,5.592855,7.627927,-2.439692,9.768183,104.463249,53.750843
0.5301909,5.591658,7.642292,-2.427721,9.775740,104.379387,53.808075
